PostType,UEID,UTID,RTID,RCID,NoC,Year,Date,Time,Author_UneditedID,Author_EnglishID,Author_UsenetID,AnonDegree,CAID,SAID,TAID,UAID,ThreadTitle,Newsgroup,CText,Url,Notes,CP,CPID
Comment,FT194CM01,,FT194,CM01,,1985,1985-10-04,18:10:19,Phil Ngal,"Ngal, Phil","ucbvax,decwrl,ihnp4,allegra}!amdcad!phil",1,A0330,,,A0330,Being sensible about AIDS transmission,Net.med,"I was talking to a girl about this and she was horrified at the ideaof letting kids with AIDS attend school. She says whenever she gotin a fight she would use anything she could, which included bitingthe opponent. That sounds like a very good way to pass AIDS.--Arthur Rudolph believed that technology is morally neutral and so,therefore, are those who create it.Phil Ngai +1 408 749-5720UUCP: {ucbvax,decwrl,ihnp4,allegra}!amdcad!philARPA: amdcad!ph...@decwrl.ARPA",https://groups.google.com/g/net.med/c/Yx6HXihhKPM/m/aIMzAwOX6PgJ,,,
Comment,FT194CM02,,FT194,CM02,,1985,1985-10-10,16:38:08,Bill Richard,"Richard, Bill",,1,A0044,,,A0044,Being sensible about AIDS transmission,Net.med,"<AIDS> Bite this, line eater!Note: This is STella Calvert, a guest on this account.In article <46...@amdcad.UUCP> ph...@amdcad.UUCP (Phil Ngai) writes:>I was talking to a girl about this and she was horrified at the idea>of letting kids with AIDS attend school. She says whenever she got>in a fight she would use anything she could, which included biting>the opponent. That sounds like a very good way to pass AIDS.So, don't bite people! Don't associate with biters. But don't use this as areason to bar non-biters from school. In my whole school career, I found itnecessary to bite one person -- a teacher who hit first.If a person at school bites, send the idiot home! Not because he/shehas/doesn't have AIDS. but because biting is not a useful educationalactivity.STella Calvert(guest on ...!decvax!frog!wjr)Every man and every woman is a star.",https://groups.google.com/g/net.med/c/Yx6HXihhKPM/m/RDZZtgMkmaoJ,,,
Comment,FT194CM03,,FT194,CM03,,1985,1985-10-16,5:23:37,T Wheeler,"Wheeler, T. C.",,2,A0405,,,A0405,Being sensible about AIDS transmission,Net.med,"Just to stick my two cents worth into this discussion, Ifeel that there is much more danger to the child with AIDSin going to school than there is to the other kids. Witha child having AIDS attending school, there is a muchgreater risk of the child catching what would normallybe a simple childhood disease and not being able tofight it off. Take chicken pox as an example. There oncewas a tribe of indians living in the area of northern Iowathat was wiped out after coming in contact with chicken pox.The same thing happened in the area of Easter Island some200 years ago. So, since chicken pox can kill thosewithout an immunity, the child with AIDS will have thesame problem. I feel that putting the child into thisenvironment would be a greater risk to the child thanthat supposed risk to those around the child. Shovinga child into the school based on principles is not helpingthe child or solving the problem. It is mearly satisfyingthe egos of some folks who have no real compassion forthe life of the child.T. C. Wheeler",https://groups.google.com/g/net.med/c/Yx6HXihhKPM/m/yRGOS0Q282MJ,,,
Comment,FT195CM01,,FT195,CM01,,1985,1985-10-16,14:17:03,Morris M. Keesan,"Keesan, Morris M.",,1,A0305,,,A0305,AIDS: Casual contact exoner...,Net.med,"From the October 5, 1985 issue of SCIENCE NEWS, The Weekly Newsmagazine of Science: reproduced without permission ________________________________ AIDS: Casual contact exonerated -------------------------------- Research findings on AIDS at the Interscience Conference on Antimicrobial Agents and Chemotherapy (ICAAC) in Minneapolis this week covered the gamut from good to bad to surprising. The good news: The syndrome is apparently not transmitted through casual household contact and hence not among school children; health care workers who handle AIDS patients, even workers who have accidentally stuck themselves with needles, have little if any chance of becoming infected, according to researchers. The bad news: Heterosexual transmission, at least in Haiti and Africa, is becoming increasingly prevalent. And the surprising news: The virus associated with the disease may have been around as long ago as 1962. A Centers for Disease Control (CDC) study of 101 members of households that included an AIDS sufferer shows transfer of infection only in one instance, in a baby born to an infected mother. ""From this study,"" says Martha F. Rogers of the CDC in Atlanta, who headed the study, ""our best estimate of the risk of household transmission is zero."" The belief that AIDS victims in schools can transmit the disease, she says, has no scientific basis in the data collected thus far. Three studies presented at the meeting show little if any risk to health care workers involved with AIDS patients. In a CDC study of 802 workers nationwide who had been exposed to AIDS blood or body fluids, only one person with no other risk factors was infected with the virus; of 527 health care workers in two prospective studies, only 1 of 95 workers who had accidentally stuck themselves with a needle, showd evidence of exposure. The incidence might be so low because it takes repeated exposures or an overworked immune system to allow the virus to establish itself, researchers suggested. Heterosexual transmission is establishing itself as a mode of infection in Haiti and Africa. In Haiti, 14 percent of AIDS victims in a 1980-1982 survey were women; thus far in 1985, 36 percent are women, reports Warren D. Johnson Jr., of Cornell Medical College in New York City. When the researchers questioned AIDS patients about recent deaths of spouses, they found 5 percent had spouses who died of confirmed AIDS and another 15 percent had died of what seemed to be AIDS. A study in Kenya, which has not reported a high AIDS incidence, shows the virus is establishing itself among prostitutes at an alarming rate. Of 64 women who served a ""lower class"" clientele, 42 had AIDS antibodies, while 8 of 26 with a ""higher class"" clientele had antibodies; no overt disease has yet been seen. Where the virus comes from remains to be solved, but a report at the meeting may add 10 years to its age. J.A. Epstein and colleagues at the Food and Drug Administration reported finding AIDS-specific antibodies in two of 544 blood samples collected in Upper Volta in 1963--10 years earlier than previously reported Ugandan samples (SN:3/16/86,p.173). Whether this means the AIDS virus itself was present, or just a similar virus, remains to be seen, Epstein says. --J. Silberner -- Morris M. Keesan kee...@bbn-unix.ARPA {decvax,ihnp4,etc.}!bbncca!keesan",https://groups.google.com/g/net.med/c/a0hVZmyMBiA/m/eUcJGoelfwQJ,,TRUE,FT196CM01
Comment,FT196CM01,,FT196,CM01,,1985,1985-10-16,14:17:03,Morris M. Keesan,"Keesan, Morris M.",,1,A0305,,,A0305,AIDS: Casual contact exonerated,Net.motss,"From the October 5, 1985 issue of SCIENCE NEWS, The Weekly Newsmagazine of Science: reproduced without permission ________________________________ AIDS: Casual contact exonerated -------------------------------- Research findings on AIDS at the Interscience Conference on Antimicrobial Agents and Chemotherapy (ICAAC) in Minneapolis this week covered the gamut from good to bad to surprising. The good news: The syndrome is apparently not transmitted through casual household contact and hence not among school children; health care workers who handle AIDS patients, even workers who have accidentally stuck themselves with needles, have little if any chance of becoming infected, according to researchers. The bad news: Heterosexual transmission, at least in Haiti and Africa, is becoming increasingly prevalent. And the surprising news: The virus associated with the disease may have been around as long ago as 1962. A Centers for Disease Control (CDC) study of 101 members of households that included an AIDS sufferer shows transfer of infection only in one instance, in a baby born to an infected mother. ""From this study,"" says Martha F. Rogers of the CDC in Atlanta, who headed the study, ""our best estimate of the risk of household transmission is zero."" The belief that AIDS victims in schools can transmit the disease, she says, has no scientific basis in the data collected thus far. Three studies presented at the meeting show little if any risk to health care workers involved with AIDS patients. In a CDC study of 802 workers nationwide who had been exposed to AIDS blood or body fluids, only one person with no other risk factors was infected with the virus; of 527 health care workers in two prospective studies, only 1 of 95 workers who had accidentally stuck themselves with a needle, showd evidence of exposure. The incidence might be so low because it takes repeated exposures or an overworked immune system to allow the virus to establish itself, researchers suggested. Heterosexual transmission is establishing itself as a mode of infection in Haiti and Africa. In Haiti, 14 percent of AIDS victims in a 1980-1982 survey were women; thus far in 1985, 36 percent are women, reports Warren D. Johnson Jr., of Cornell Medical College in New York City. When the researchers questioned AIDS patients about recent deaths of spouses, they found 5 percent had spouses who died of confirmed AIDS and another 15 percent had died of what seemed to be AIDS. A study in Kenya, which has not reported a high AIDS incidence, shows the virus is establishing itself among prostitutes at an alarming rate. Of 64 women who served a ""lower class"" clientele, 42 had AIDS antibodies, while 8 of 26 with a ""higher class"" clientele had antibodies; no overt disease has yet been seen. Where the virus comes from remains to be solved, but a report at the meeting may add 10 years to its age. J.A. Epstein and colleagues at the Food and Drug Administration reported finding AIDS-specific antibodies in two of 544 blood samples collected in Upper Volta in 1963--10 years earlier than previously reported Ugandan samples (SN:3/16/86,p.173). Whether this means the AIDS virus itself was present, or just a similar virus, remains to be seen, Epstein says. --J. Silberner -- Morris M. Keesan kee...@bbn-unix.ARPA {decvax,ihnp4,etc.}!bbncca!keesan",https://groups.google.com/g/net.motss/c/a0hVZmyMBiA/m/eUcJGoelfwQJ,,TRUE,FT195CM01
Comment,FT197CM01,,FT197,CM01,,1985,1985-10-17,13:17:00,Alan Silverstein,"Silverstein, Alan",,1,A0010,,,A0010,Scary thought about Aids,Net.med,"What if AIDS had been spreadable by mosquitos? With its long incubation period we'd almost all have it by now. What if its virulence had been higher, so almost everyone exposed to it caught it? Those who get the full symptoms die quickly, certainly, painfully. Scary thoughts. There is some relief in finding that AIDS is not that easy to transmit, nor that easy to catch. What about the next ""new disease""? In our crowded, interactive world, is something worse than AIDs -- possible? likely? inevitable? Alan ""hope not"" Silverstein",https://groups.google.com/g/net.med/c/RjaQzfsldbQ/m/syvdFVajQA0J,,,
Comment,FT197CM02,,FT197,CM02,,1985,1985-10-22,11:49:35,Craig Werner,"Werner, Craig",!philabs!aecom!werner,1,A0079,,,A0079,Scary thought about Aids,Net.med,">What if AIDS had been spreadable by mosquitos? > > Alan ""hope not"" Silverstein This topic has already been covered on the net, but to rehash. In Africa, AIDS is almost unknown between the ages of 2 and puberty. If it were spread by mosquitoes, it would be much more prevalent among children and adolescents. After all, malaria is. This argues against mosquito spread. Two: of the 500+ uncomplicated needle sticks on record at the CDC done while blood has been taken from AIDS patients, none has progressed to AIDS or even (when tested) Antibody posivity. There are several cases complicated by other factors, but these are not analogous to Mosquito bites. The real AIDS epidemic now is Acquired INFORMATION deficiency syndrome. Craig Werner !philabs!aecom!werner ""The end. 94. 95. The very, very, very end."" -- Craig Werner !philabs!aecom!werner ""The end. 94. 95. The very, very, very end.""",https://groups.google.com/g/net.med/c/RjaQzfsldbQ/m/gSXkPeSuN_UJ,,,
Comment,FT197CM03,,FT197,CM03,,1985,1985-11-02,16:14:00,Alan Silverstein,"Silverstein, Alan",,1,A0010,,,A0010,Scary thought about Aids,Net.med,">> What if AIDS had been spreadable by mosquitos? With its long incubation >> period we'd almost all have it by now. > [Several responses saying ""where have you been? it's not a problem""] I knew AIDS wasn't carried by mosquitos when made the first posting. Let me restate the ""what if"": ""What if another disease as nasty as AIDS comes along, which CAN be spread by mosquitos?"". Do you think it's possible? Likely? Inevitable? (With five billion people on the planet and lots of international travel, why hasn't it already happened?) Alan Silverstein",https://groups.google.com/g/net.med/c/RjaQzfsldbQ/m/9eKo1aRs3UkJ,,,
Comment,FT197CM04,,FT197,CM04,,1985,1985-11-02,16:14:51,Brian Martin,"Martin, Brian",,1,A0054,,,A0054,Scary thought about Aids,Net.med,"In article <1740...@hpfcla.UUCP> a...@hpfcla.UUCP writes: >What if AIDS had been spreadable by mosquitos? With its long incubation >period we'd almost all have it by now. This has been checked out by the CDC, and apparently there is no risk for transmission of HTLV-III via an insect vector. I'm not sure of the reference, but I think it's a recent issue of JAMA, in the ""Leads from the MMWR"" section. By the way, the virus is inactivated by high and low pH and by exposure to a temperature of 56 C for ten minutes. Most standard disinfectants (Lysol, Clorox) and halogenated hand soaps will also inactivate the virus. Brian Martin University of Hawaii School of Medicine UUCP: ..!{dual,ihnp4,vortex}!islenet!bigtuna!brianm",https://groups.google.com/g/net.med/c/RjaQzfsldbQ/m/G2kd2fcp9wIJ,,,
Comment,FT197CM05,,FT197,CM05,,1985,1985-11-12,6:32:49,Phillip W. Servita,"Servita, Phillip W.",,1,A0332,,,A0332,Scary thought about Aids,Net.med,"In article <1740...@hpfcla.UUCP> a...@hpfcla.UUCP writes: >I knew AIDS wasn't carried by mosquitos when made the first posting. >Let me restate the ""what if"": ""What if another disease as nasty as AIDS >comes along, which CAN be spread by mosquitos?"". > >Do you think it's possible? Likely? Inevitable? (With five billion >people on the planet and lots of international travel, why hasn't it >already happened?) > >Alan Silverstein I believe it was called ""malaria"". -phil -- ----------------------------------------------- ""Of course the Nielsen ratings are accurate... We proved it in a taste test!"" ----------------------------------------------- -the venn buddhist",https://groups.google.com/g/net.med/c/RjaQzfsldbQ/m/3ySlYgIPQ2IJ,,,
Comment,FT198CM01,,FT198,CM01,,1985,1985-10-18,16:47:16,JB (Beth Christy),"Christy, Beth",,1,A0189,,,A0189,AIDS transmission (not easy to come by),Net.motss,"[G'head, eat me, I Love it] From: wer...@aecom.UUCP (Craig Werner), Message-ID: <19...@aecom.UUCP>: >The heterosexual transmission of the disease seems to be much more facile >from men to women than from women to men. I swear I saw a reference that >said that only 2 cases in NY are definitely ascribed to female-to-male >heterosexual contact. However I can't find it now, but I remember being >incredulous at the time. No need to be incredulous. Most fellows couldn't inspire bodily fluids from a woman if their whatevers depended on it. ...oh yeah, netiquette, almost forgot: :-) -- --JB (Beth Christy, U. of Chicago, ..!ihnp4!gargoyle!sphinx!beth) ""What if the after-effect of the terrible bomb is unusual beyond belief? Wouldn't you rather the whole population had listened to somebody like the old Indian chief?"" (The Roches)",https://groups.google.com/g/net.motss/c/RBVQ99n7o6I/m/mD_xfzoxv0wJ,,,
Comment,FT199CM01,,FT199,CM01,,1985,1985-10-21,7:17:44,Rick Merril (mer...@rex.dc),"Merril, Rick",mer...@rex.dc,1,A0352,,,A0352,Aids screening,Net.med,"Headline: ""Military to screen 2.1 million personel for AIDS antibody"" Sounds like they plan to test all personel AND their families. This is sure to raise some false positives and damage some careers thereby. Question: If a test shows the antibodies, but the person is not suffering from aids, couldn't that mean that that person SURVIVED an aids attack? Is this going to be a case of doing the wrong thing for the right reason? I.e. eliminating those who can resist aids along with those who have it? Rick Merrill Posted: Mon 21-Oct-1985 08:57 (Maynard_Time) To: NET$MED",https://groups.google.com/g/net.med/c/DYfYNNI61YM/m/VhHtjNde_7oJ,,,
Comment,FT200CM01,,FT200,CM01,,1985,1985-10-18,16:47:16,JB (Beth Christy),"Christy, Beth",,1,A0189,,,A0189,AIDS transmission (not easy to come by),Net.med,"[G'head, eat me, I Love it]From: wer...@aecom.UUCP (Craig Werner), Message-ID: <19...@aecom.UUCP>:>The heterosexual transmission of the disease seems to be much more facile>from men to women than from women to men. I swear I saw a reference that>said that only 2 cases in NY are definitely ascribed to female-to-male>heterosexual contact. However I can't find it now, but I remember being>incredulous at the time.No need to be incredulous. Most fellows couldn't inspire bodily fluidsfrom a woman if their whatevers depended on it....oh yeah, netiquette, almost forgot: :-)----JB (Beth Christy, U. of Chicago, ..!ihnp4!gargoyle!sphinx!beth)""What if the after-effect of the terrible bomb is unusual beyond belief?Wouldn't you rather the whole population had listened to somebody likethe old Indian chief?"" (The Roches)",https://groups.google.com/g/net.med/c/RBVQ99n7o6I/m/mD_xfzoxv0wJ,,,
Comment,FT200CM02,,FT200,CM02,,1985,1985-10-22,1:41:00,Scott Weikart,"Weikart, Scott",sc...@cdp.uucp,1,A0382,,,A0382,AIDS transmission (not easy to come by),Net.med,"> No need to be incredulous. Most fellows couldn't inspire bodily fluids> from a woman if their whatevers depended on it.Not knowing what `inspire' means, and only having a shitty dictionary athand, I can only guess that the definition you're using is eithera) ""stimulate to activity"" -- sad but true, orb) ""inhale"" (or maybe ingest in some other fashion)Anyway, could you (or someone) elaborate on ways in which AIDS is acquiredfrom women?Also, I just realized that I know that AIDS can be transmittedvia semen or blood, but I don't know how such fluids must contact orbe ingested by the recipient. For example, I would guess that AIDScould be transmitted in menstrual fluids (can it also be found innon-blood vaginal secretions?), but I don't know if it can betransmitted to a person by bodily contact, or by oral sex.Scott WeikartCommunity Data Processing: 415-322-9069{ihnp4,decvax,ucbvax,cbosgd,hao,purdue,duke,...}!hplabs!cdp!scott",https://groups.google.com/g/net.med/c/RBVQ99n7o6I/m/tEkGKmbu3kYJ,,,
Comment,FT201CM01,,FT201,CM01,,1985,1985-10-30,20:49:44,Craig Werner,"Werner, Craig",!philabs!aecom!werner,1,A0079,,,A0079,A Tale of Two Diseases,Net.med,"I'd like to talk about two diseases. Both are responsible for a lotof deaths. Neither one causes death directly, but rather they both leave youopen to die from a cause you might not otherwise have died from.One is AIDSThe other is smoking.Last year, smoking killed 100 times as many people as AIDS.Smoking, however, can be treated and cured. If you smoke, quit.Craig Werner!philabs!aecom!werner""... Has Determined That Cigarette Smoking Is Dangerous To Your Health""--Craig Werner!philabs!aecom!werner""The proper delivery of medical care is to do as much Nothing as possible""",https://groups.google.com/g/net.med/c/7r0uDYUi4Y4/m/zctiL0KxuxcJ,,,
Comment,FT201CM02,,FT201,CM02,,1985,1985-11-01,12:11:16,Kenneth Speaker,"Speaker, Kenneth",,1,A0244,,,A0244,A Tale of Two Diseases,Net.med,"In article <19...@aecom.UUCP> wer...@aecom.UUCP (Craig Werner) writes:>> I'd like to talk about two diseases. Both are responsible for a lot>of deaths. Neither one causes death directly, but rather they both leave you>open to die from a cause you might not otherwise have died from.>> One is AIDS> The other is smoking.>>Last year, smoking killed 100 times as many people as AIDS.>> Smoking, however, can be treated and cured. If you smoke, quit.>> Craig Werner> !philabs!aecom!werner> ""... Has Determined That Cigarette Smoking Is Dangerous To Your Health""Way back when I thought about getting into medicine, I was working at M. D.Anderson in Houston. 3-west was the lung cancer wing. The smoke concentra-tion in the waiting rooms in that wing were the highest in the building.Seems everyone was so NERVOUS visiting their friend/relative that justhad a lung or larnyx removed that they needed SOMEthing to calm down --like a cigarette. I suggested that a lung which had been removed from apatient by dried (run air to expand and dry it) and then displayed ina case in the waiting room. I was told that would be beyond the boundsof good taste. I guess that cancerous, tar-filled lungs are OK, as longas they are on the inside....--Kne",https://groups.google.com/g/net.med/c/7r0uDYUi4Y4/m/y67jLnQk4H8J,,,
Comment,FT201CM03,,FT201,CM03,,1985,1985-11-06,9:06:32,Dave Kirby,"Kirby, Dave",,1,A0098,,,A0098,A Tale of Two Diseases,Net.med,"In article <5...@ttidcb.UUCP> spe...@ttidcb.UUCP (Kenneth Speaker) writes:>... I suggested that a lung which had been removed from a>patient by dried (run air to expand and dry it) and then displayed in>a case in the waiting room. I was told that would be beyond the bounds>of good taste...Spencer Gifts and other similar specialty shops offer a ""lung ashtray,""which is a plain ashtray with a clear hollow plastic model of a lungsuspended over it to catch the smoke and cloud up. A very graphicdeterrent to smokers (at least, to those who think). These should berequired in any doctor's or hospital's waiting room.-----------------------------------------------------------------Dave Kirby ( ...!ihnp4!akgub!cylixd!dave)(The views expressed herein are the exclusive property of Dave Kirby.Any person, living or dead, found with the same or similar opinionswill be prosecuted to the fullest extent of law.)",https://groups.google.com/g/net.med/c/7r0uDYUi4Y4/m/RpQOg1Ex_bsJ,,,
Comment,FT201CM04,,FT201,CM04,,1985,1985-11-08,16:14:00,Kathy Ladewig,"Ladewig, Kathy",,1,A0235,,,A0235,A Tale of Two Diseases,Net.med,"Ok, Craig, I'm going to do it. The Great American Smoke Out is coming up onNovember 21st. I'm trying to prepare to quit on that day. My plan of attackis to become more aware of when I smoke in the next week and to graduallycut down beginning on the 17th. Any successful former smokers got anysuggestions that might help? I've tried to quit twice. Once I ""stayed quit""for a whole month. This time I really want to quit forever! I don't want toclutter the net, so mail helpful suggestions to:uucp: {laidbak,sco,microsoft,{allegra,ihnp4!{convex!ctvax}}!trsvax!kasey}Kathy LadewigTandy System Software",https://groups.google.com/g/net.med/c/7r0uDYUi4Y4/m/AOdC6b6Yd6AJ,,,
Comment,FT201CM05,,FT201,CM05,,1985,1985-11-08,21:28:59,Byron C. Howes,"Howes, Byron C.",,1,A0061,,,A0061,A Tale of Two Diseases,Net.med,"In article <4...@cylixd.UUCP> da...@cylixd.UUCP (Dave Kirby) writes:>>Spencer Gifts and other similar specialty shops offer a ""lung ashtray,"">which is a plain ashtray with a clear hollow plastic model of a lung>suspended over it to catch the smoke and cloud up. A very graphic>deterrent to smokers (at least, to those who think). These should be>required in any doctor's or hospital's waiting room.No. These only make people who are already non-smokers feel smug.When I was a smoker they actually served to remeind me of how muchI wanted a cigarette. Perhaps, as dave suggests, I was a non-thinkingsmoker. Still, the objective is to make all smokers quit, isn't it,whether they are non-thinking or thinking.Then, again, maybe it isn't.--Byron C. Howes...!{decvax,akgua}!mcnc!ecsvax!bch",https://groups.google.com/g/net.med/c/7r0uDYUi4Y4/m/LLU4Lv8gDO0J,,,
Comment,FT201CM06,,FT201,CM06,,1985,1985-11-13,9:09:40,Dave Kirby,"Kirby, Dave",,1,A0098,,,A0098,A Tale of Two Diseases,Net.med,"[DAVE] Spencer Gifts and other specialty shops offer a ""lung ashtray,""which is a plain ashtray with a clear hollow plastic model of a lungsuspended over it to catch the smoke and cloud up. A very graphicdeterrent to smokers (at least, to those who think). These should berequired in any doctor's or hospital's waiting room.[BYRON] No. These only make people who are already non-smokers feel smug.When I was a smoker they actually served to remeind me of how muchI wanted a cigarette. Perhaps, as dave suggests, I was a non-thinkingsmoker. Still, the objective is to make all smokers quit, isn't it,whether they are non-thinking or thinking.[DAVE] Thanks for a very interesting insight. If a lung ashtray onlyserved to remind you of how much you wanted a cigarette, obviously mysuggestion is not going to work as a deterrent. My implication that""thinking smokers"" would be deterred is also disproven by yourobservations, since obviously you were thinking at the time you werereminded of how bad you wanted a cigarette. Apparently the desire fora cigarette is not a logically based desire, and attempts to deal withit logically (i.e., ""convince you it is harmful and you will quit"") willnot work. But this raises the question, What IS the best way to dealwith it? Or is there ANYTHING a non-smoker can do to influence a smokerto quit; perhaps it must be the smoker's decision, and there is no wayto influence it from the outside?-----------------------------------------------------------------Dave Kirby ( ...!ihnp4!akgub!cylixd!dave)(The views expressed herein are the exclusive property of Dave Kirby.Any person, living or dead, found with the same or similar opinionswill be prosecuted to the fullest extent of law.)",https://groups.google.com/g/net.med/c/7r0uDYUi4Y4/m/ObC5jLipnrUJ,,,
Comment,FT201CM07,,FT201,CM07,,1985,1985-11-18,10:30:50,Doug Pardee,"Pardee, Doug",,1,A0125,,,A0125,A Tale of Two Diseases,Net.med,"> Or is there ANYTHING a non-smoker can do to influence a smoker> to quit; perhaps it must be the smoker's decision, and there is no way> to influence it from the outside?Bingo!If someone who smokes quits, it will be at a time of his choosing andfor his own reasons. When someone assails them with the ""Smoking isbad for you because..."" tirade, they think, ""Boy, this person thinksI'm so stupid that I don't know all of this. If he thinks I'm goingto pay any attention to such an arrogant and holier-than-thou jerk, he'sgot another think coming.""In other words, all that will happen if you spout off about the perilsof smoking is that you will totally discredit yourself in the eyes ofthe person that you're supposedly trying to help. (I say ""supposedly"",because there really are a lot of arrogant and holier-than-thou jerksout there who don't really want to help at all; they just want todenigrate smokers so that they'll feel superior).Okay, so what *can* you do? First, examine your own motives. Honestly.If you feel superior to those who smoke, then kindly keep your mouthshut (most ex-smokers fall into this category). Your conceited brayingis obvious to almost everyone, and smokers in particular find it down-right funny that you think that you're better than they are.If you don't like the idea that maybe smokers are actually *enjoying*doing something that you personally would never ever do, then you tooare requested to keep your notions to yourself and your kind.If you don't like being exposed to smoke, you might try the almostalways ignored route of simply asking the smokers that you deal with tobe considerate of you. Insist that restaurants have a non-smokingsection, since you can hardly be expected to ask every stranger atevery nearby table to be considerate. (It probably wouldn't work,anyway).If you're concerned about smoking as a ""public health menace"", thenconcentrate on *prevention*. A lot has already been done in this area,especially on television where ads have been banned and most charactersdon't smoke.If you are concerned about the health of someone special to you, thenyou have a difficult time ahead. Your best bet is to *never* bring upthe subject of smoking; that person already knows damn well about thehazards. Instead, make sure that the ""someone special"" knows thatthey *are* special to you, and that their health is something that youcare very deeply about. But this must be communicated subtly, in a*caring* tone, not in a *lecturing* tone. It will take a long time;maybe months, maybe years. But eventually they will decide *on theirown* that they should give up the habit because it endangers somethingthat *you* care about.--Doug Pardee -- CalComp -- {hardy,savax,seismo,decvax,ihnp4}!terak!doug",https://groups.google.com/g/net.med/c/7r0uDYUi4Y4/m/tqppGBL6aHUJ,,,
Comment,FT201CM08,,FT201,CM08,,1985,1985-11-20,6:55:54,Byron C. Howes,"Howes, Byron C.",,1,A0061,,,A0061,A Tale of Two Diseases,Net.med,"In article <8...@terak.UUCP> do...@terak.UUCP (Doug Pardee) writes:>If you're concerned about smoking as a ""public health menace"", then>concentrate on *prevention*. A lot has already been done in this area,>especially on television where ads have been banned and most characters>don't smoke.I agree wholeheartedly. The ""reminder"" factor is one of the biggestobstacles to those trying to quit as well. This goes for both positiveand negative reminders. When you are trying to quit, you really want toforget that there are such things as cigarettes and tobacco.>If you are concerned about the health of someone special to you, then>you have a difficult time ahead. Your best bet is to *never* bring up>the subject of smoking; that person already knows damn well about the>hazards. Instead, make sure that the ""someone special"" knows that>they *are* special to you, and that their health is something that you>care very deeply about. But this must be communicated subtly, in a>*caring* tone, not in a *lecturing* tone. It will take a long time;>maybe months, maybe years. But eventually they will decide *on their>own* that they should give up the habit because it endangers something>that *you* care about.I was about to followup in the same line, but Doug's posting says itmuch more clearly than I ever could. It is the people that you areclose to, who care about you -- that you love -- who have the mostimpact on your ability or inability to stop smoking.--Byron C. Howes...!{decvax,akgua}!mcnc!ecsvax!bch",https://groups.google.com/g/net.med/c/7r0uDYUi4Y4/m/gkaGrOfTTtkJ,,,
Comment,FT202CM01,,FT202,CM01,,1985,1985-10-25,15:21:40,Jerry Hollombe,"Hollombe, Jerry",The Polymath,1,A0201,,,A0201,More on AIDS and Health Workers,Net.motss,"In article <10...@decwrl.UUCP> ma...@pneuma.DEC (ANDREA 223-4864 PK03-2/H31 POLE 15F) writes:>Reprinted from the Boston Globe (Thursday, 10/17/85)>>""STUDY SAYS SURGEON WITH AIDS INFECTED NO ONE"">Associated Press>>A Florida surgeon with acquired immune deficiency syndrome operated on>hundreds of patients without passing on the disease, supporting the>belief that AIDS-infected health workers can safely treat patients, a>study says.Consider how a surgeon prepares for surgery. Thorough scrub withdisinfectant soap, sterile cap, gown, mask, gloves. How many ""healthworkers"" go through such a procedure prior to seeing each patient? Howmany occupations come under the heading ""health worker""?>Sacks' report, published as a letter in today's edition of the New>England Journal of Medicine, said that theoretically the disease could>be transmitted if an infected health care worker accidently bled into>a patient's open wound.Probably true. I think we can reasonably assume the surgeon didn't bleedinto any of his patients.-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_The Polymath (aka: Jerry Hollombe)Citicorp(+)TTI Common Sense is what tells you that a ten3100 Ocean Park Blvd. pound weight falls ten times as fast as aSanta Monica, CA 90405 one pound weight.(213) 450-9111, ext. 2483{philabs,randvax,trwrb,vortex}!ttidca!ttidcc!hollombe",https://groups.google.com/g/net.motss/c/IR97cYiLrxU/m/diDgwfVL4EwJ,,,
Comment,FT202CM02,,FT202,CM02,,1985,1985-11-01,15:37:44,Hank Buurman,"Buurman, Hank",,1,A0167,,,A0167,More on AIDS and Health Workers,Net.motss,"In article <7...@ttidcc.UUCP> holl...@ttidcc.UUCP (The Polymath) writes:>>Probably true. I think we can reasonably assume the surgeon didn't bleed>into any of his patients.>That's an unwarranted assumption. Surgeons can, and often do, knicktheir fingers (through the gloves) while performing surgery.",https://groups.google.com/g/net.motss/c/IR97cYiLrxU/m/gS9NMUHGE7cJ,,,
Comment,FT203CM01,,FT203,CM01,,1985,1985-11-08,8:41:35,Maurice E. Suhre,"Suhre, Maurice E.",,1,A0291,,,A0291,FDA and WSJ,Net.med,"In the last month or so there have been some editorials about AIDS treatment and the FDA drug licensing/approval procedures. I'm sorry I can't give exact dates, but they were quite interesting. It does seem to me that the FDA positions are sorely lacking. It is one thing to have a half dozen or so tranquilizers on the market and want to be cautious about allowing a seventh on just because it may have a few less side effects. It is another thing to tell people that there is no known treatment that we have approved and you will have to accept your fate. The fact that some treatments being tried in other countries seem to show some promise is not factored in to the decision process (or so it seems). The WSJ observes that this mentality has resulted in a ""black market"" for what would normally be called ethical drugs (as distinguished from recreational drugs). If this subject has been beat to death in net.politics, my apologies. I did not intend for this to be a debate topic, but merely a pointer to a point of view. Maurice {decvax,sdcrdcf,ihnp4,ucbvax}!trwrb!suhre",https://groups.google.com/g/net.med/c/wcS3tSUBy8g/m/J5HVIur1KLEJ,,,
